utc_date,utc_time,deg_C
20050101,0100,9.6
20050101,0200,8.8
20050101,0300,7.1
20050101,0400,6.4
20050101,0500,5.5
20050101,0600,5.1
20050101,0700,5.0
20050101,0800,5.6
20050101,0900,4.7
20050101,1000,4.8
20050101,1100,4.0
20050101,1200,5.2
20050101,1300,5.5
20050101,1400,6.7
20050101,1500,10.1
20050101,1600,13.6
20050101,1700,17.1
20050101,1800,18.9
20050101,1900,19.3
20050101,2000,18.2
20050101,2100,16.4
20050101,2200,14.0
20050101,2300,11.2
20050102,0000,9.4
20050102,0100,8.4
20050102,0200,8.0
20050102,0300,7.8
20050102,0400,7.6
20050102,0500,7.7
20050102,0600,7.6
20050102,0700,6.7
20050102,0800,7.3
20050102,0900,8.3
20050102,1000,9.1
20050102,1100,9.5
20050102,1200,9.7
20050102,1300,9.9
20050102,1400,10.1
20050102,1500,10.6
20050102,1600,11.6
20050102,1700,11.9
20050102,1800,12.8
20050102,1900,15.2
20050102,2000,15.8
20050102,2100,14.5
20050102,2200,13.6
20050102,2300,12.7
20050103,0000,11.8
20050103,0100,11.4
20050103,0200,11.0
20050103,0300,10.6
20050103,0400,10.5
20050103,0500,10.0
20050103,0600,10.4
20050103,0700,9.8
20050103,0800,9.4
20050103,0900,9.3
20050103,1000,9.2
20050103,1100,8.5
20050103,1200,7.9
20050103,1300,8.0
20050103,1400,9.4
20050103,1500,10.6
20050103,1600,11.9
20050103,1700,13.7
20050103,1800,16.0
20050103,1900,15.2
20050103,2000,15.0
20050103,2100,14.9
20050103,2200,13.9
20050103,2300,12.6
20050104,0000,12.0
20050104,0100,11.7
20050104,0200,11.8
20050104,0300,11.9
20050104,0400,11.9
20050104,0500,11.8
20050104,0600,11.9
20050104,0700,11.6
20050104,0800,11.8
20050104,0900,11.8
20050104,1000,11.8
20050104,1100,11.8
20050104,1200,11.7
20050104,1300,11.7
20050104,1400,12.0
20050104,1500,12.8
20050104,1600,13.8
20050104,1700,14.4
20050104,1800,14.0
20050104,1900,13.8
20050104,2000,13.8
20050104,2100,13.5
20050104,2200,13.3
20050104,2300,12.8
20050105,0000,12.0
20050105,0100,10.6
20050105,0200,9.5
20050105,0300,9.0
20050105,0400,8.3
20050105,0500,8.1
20050105,0600,8.2
20050105,0700,8.4
20050105,0800,8.8
20050105,0900,8.6
20050105,1000,9.0
20050105,1100,8.4
20050105,1200,8.4
20050105,1300,8.1
20050105,1400,10.0
20050105,1500,11.6
20050105,1600,13.8
20050105,1700,15.5
20050105,1800,16.7
20050105,1900,16.6
20050105,2000,14.7
20050105,2100,14.3
20050105,2200,13.8
20050105,2300,12.1
20050106,0000,11.6
20050106,0100,11.6
20050106,0200,11.5
20050106,0300,10.5
20050106,0400,10.3
20050106,0500,11.2
20050106,0600,12.1
20050106,0700,12.6
20050106,0800,12.7
20050106,0900,13.1
20050106,1000,13.7
20050106,1100,12.2
20050106,1200,10.6
20050106,1300,10.0
20050106,1400,9.7
20050106,1500,9.9
20050106,1600,10.3
20050106,1700,9.8
20050106,1800,10.0
20050106,1900,9.2
20050106,2000,8.6
20050106,2100,8.2
20050106,2200,7.6
20050106,2300,6.7
20050107,0000,5.9
20050107,0100,5.3
20050107,0200,4.6
20050107,0300,3.6
20050107,0400,4.3
20050107,0500,4.6
20050107,0600,3.8
20050107,0700,3.1
20050107,0800,2.4
20050107,0900,1.8
20050107,1000,2.1
20050107,1100,2.5
20050107,1200,3.3
20050107,1300,3.7
20050107,1400,4.1
20050107,1500,5.2
20050107,1600,6.1
20050107,1700,6.8
20050107,1800,6.8
20050107,1900,6.7
20050107,2000,7.1
20050107,2100,7.4
20050107,2200,7.5
20050107,2300,7.7
20050108,0000,8.0
20050108,0100,8.5
20050108,0200,8.9
20050108,0300,9.6
20050108,0400,10.5
20050108,0500,11.1
20050108,0600,11.5
20050108,0700,12.1
20050108,0800,12.4
20050108,0900,12.3
20050108,1000,9.9
20050108,1100,8.4
20050108,1200,7.4
20050108,1300,6.6
20050108,1400,6.3
20050108,1500,6.8
20050108,1600,7.4
20050108,1700,8.0
20050108,1800,8.4
20050108,1900,8.5
20050108,2000,8.4
20050108,2100,8.0
20050108,2200,7.3
20050108,2300,6.4
20050109,0000,5.9
20050109,0100,5.4
20050109,0200,5.2
20050109,0300,5.2
20050109,0400,5.2
20050109,0500,5.1
20050109,0600,5.0
20050109,0700,4.8
20050109,0800,4.8
20050109,0900,4.8
20050109,1000,4.6
20050109,1100,4.5
20050109,1200,4.2
20050109,1300,4.0
20050109,1400,4.2
20050109,1500,5.8
20050109,1600,9.7
20050109,1700,13.1
20050109,1800,15.1
20050109,1900,15.6
20050109,2000,14.7
20050109,2100,13.0
20050109,2200,11.8
20050109,2300,9.2
20050110,0000,7.2
20050110,0100,6.0
20050110,0200,5.4
20050110,0300,4.8
20050110,0400,4.5
20050110,0500,4.2
20050110,0600,6.0
20050110,0700,7.4
20050110,0800,7.9
20050110,0900,8.0
20050110,1000,7.8
20050110,1100,7.6
20050110,1200,7.4
20050110,1300,7.3
20050110,1400,7.5
20050110,1500,8.3
20050110,1600,9.5
20050110,1700,11.0
20050110,1800,11.7
20050110,1900,13.2
20050110,2000,13.6
20050110,2100,13.7
20050110,2200,11.9
20050110,2300,9.5
20050111,0000,7.9
20050111,0100,6.5
20050111,0200,6.3
20050111,0300,6.9
20050111,0400,7.1
20050111,0500,7.0
20050111,0600,8.4
20050111,0700,9.0
20050111,0800,9.4
20050111,0900,9.8
20050111,1000,10.1
20050111,1100,10.5
20050111,1200,10.7
20050111,1300,11.0
20050111,1400,11.4
20050111,1500,12.0
20050111,1600,13.1
20050111,1700,14.6
20050111,1800,13.4
20050111,1900,12.8
20050111,2000,13.2
20050111,2100,13.0
20050111,2200,12.9
20050111,2300,12.9
20050112,0000,12.8
20050112,0100,12.5
20050112,0200,12.1
20050112,0300,11.3
20050112,0400,11.6
20050112,0500,11.3
20050112,0600,11.6
20050112,0700,11.8
20050112,0800,12.5
20050112,0900,12.4
20050112,1000,12.5
20050112,1100,12.6
20050112,1200,12.9
20050112,1300,12.8
20050112,1400,12.9
20050112,1500,13.5
20050112,1600,14.0
20050112,1700,15.8
20050112,1800,15.8
20050112,1900,16.4
20050112,2000,16.6
20050112,2100,15.2
20050112,2200,14.0
20050112,2300,12.9
20050113,0000,12.4
20050113,0100,11.8
20050113,0200,11.5
20050113,0300,11.6
20050113,0400,11.1
20050113,0500,11.1
20050113,0600,11.2
20050113,0700,11.1
20050113,0800,11.4
20050113,0900,12.0
20050113,1000,11.5
20050113,1100,11.4
20050113,1200,11.9
20050113,1300,12.7
20050113,1400,13.1
20050113,1500,13.3
20050113,1600,13.6
20050113,1700,13.7
20050113,1800,13.7
20050113,1900,11.8
20050113,2000,11.7
20050113,2100,11.5
20050113,2200,11.1
20050113,2300,10.6
20050114,0000,10.1
20050114,0100,9.7
20050114,0200,9.4
20050114,0300,9.3
20050114,0400,7.9
20050114,0500,5.8
20050114,0600,4.5
20050114,0700,4.1
20050114,0800,3.7
20050114,0900,3.3
20050114,1000,2.9
20050114,1100,2.5
20050114,1200,2.2
20050114,1300,2.0
20050114,1400,2.0
20050114,1500,2.6
20050114,1600,4.0
20050114,1700,7.6
20050114,1800,9.2
20050114,1900,9.1
20050114,2000,7.4
20050114,2100,6.1
20050114,2200,4.3
20050114,2300,2.1
20050115,0000,1.0
20050115,0100,1.1
20050115,0200,0.8
20050115,0300,0.2
20050115,0400,-0.5
20050115,0500,-1.3
20050115,0600,-1.3
20050115,0700,-1.3
20050115,0800,-1.2
20050115,0900,-1.1
20050115,1000,-1.0
20050115,1100,-1.2
20050115,1200,-1.1
20050115,1300,-1.3
20050115,1400,-0.9
20050115,1500,0.4
20050115,1600,4.0
20050115,1700,8.4
20050115,1800,11.4
20050115,1900,12.3
20050115,2000,12.6
20050115,2100,11.2
20050115,2200,8.6
20050115,2300,5.3
20050116,0000,3.0
20050116,0100,1.6
20050116,0200,0.5
20050116,0300,0.2
20050116,0400,0.2
20050116,0500,-0.3
20050116,0600,-0.6
20050116,0700,-0.9
20050116,0800,-0.5
20050116,0900,-0.8
20050116,1000,-1.2
20050116,1100,-1.6
20050116,1200,-1.8
20050116,1300,-1.9
20050116,1400,-1.2
20050116,1500,-0.3
20050116,1600,0.0
20050116,1700,1.0
20050116,1800,0.0
20050116,1900,0.4
20050116,2000,-0.9
20050116,2100,-1.8
20050116,2200,-3.3
20050116,2300,-4.7
20050117,0000,-5.6
20050117,0100,-6.2
20050117,0200,-6.0
20050117,0300,-6.0
20050117,0400,-7.0
20050117,0500,-7.4
20050117,0600,-7.5
20050117,0700,-8.6
20050117,0800,-10.0
20050117,0900,-10.3
20050117,1000,-10.5
20050117,1100,-10.8
20050117,1200,-11.0
20050117,1300,-11.1
20050117,1400,-10.1
20050117,1500,-7.7
20050117,1600,-5.6
20050117,1700,-4.1
20050117,1800,-3.0
20050117,1900,-1.2
20050117,2000,0.0
20050117,2100,0.1
20050117,2200,-1.6
20050117,2300,-3.6
20050118,0000,-4.6
20050118,0100,-5.6
20050118,0200,-6.3
20050118,0300,-6.9
20050118,0400,-7.4
20050118,0500,-7.8
20050118,0600,-8.1
20050118,0700,-8.3
20050118,0800,-8.7
20050118,0900,-9.1
20050118,1000,-9.4
20050118,1100,-9.8
20050118,1200,-10.1
20050118,1300,-10.4
20050118,1400,-9.1
20050118,1500,-5.8
20050118,1600,-2.7
20050118,1700,-0.7
20050118,1800,0.9
20050118,1900,2.3
20050118,2000,2.8
20050118,2100,1.9
20050118,2200,0.3
20050118,2300,-1.5
20050119,0000,-2.4
20050119,0100,-3.1
20050119,0200,-3.7
20050119,0300,-4.2
20050119,0400,-4.5
20050119,0500,-4.9
20050119,0600,-4.5
20050119,0700,-4.1
20050119,0800,-3.4
20050119,0900,-3.1
20050119,1000,-3.0
20050119,1100,-2.4
20050119,1200,-2.0
20050119,1300,-1.9
20050119,1400,-1.7
20050119,1500,-1.0
20050119,1600,-0.3
20050119,1700,0.9
20050119,1800,1.6
20050119,1900,3.5
20050119,2000,4.0
20050119,2100,2.9
20050119,2200,1.7
20050119,2300,-0.1
20050120,0000,-0.6
20050120,0100,-1.0
20050120,0200,-1.1
20050120,0300,-1.7
20050120,0400,-1.9
20050120,0500,-2.1
20050120,0600,-2.4
20050120,0700,-1.7
20050120,0800,-0.8
20050120,0900,-0.4
20050120,1000,-0.3
20050120,1100,-0.4
20050120,1200,-0.7
20050120,1300,-1.9
20050120,1400,-1.6
20050120,1500,0.4
20050120,1600,1.7
20050120,1700,3.5
20050120,1800,7.4
20050120,1900,9.1
20050120,2000,9.4
20050120,2100,8.1
20050120,2200,6.4
20050120,2300,5.2
20050121,0000,4.5
20050121,0100,4.0
20050121,0200,4.0
20050121,0300,4.0
20050121,0400,4.5
20050121,0500,4.6
20050121,0600,3.9
20050121,0700,4.0
20050121,0800,3.1
20050121,0900,2.6
20050121,1000,1.2
20050121,1100,1.5
20050121,1200,-0.2
20050121,1300,-0.7
20050121,1400,0.3
20050121,1500,3.7
20050121,1600,6.9
20050121,1700,10.0
20050121,1800,12.5
20050121,1900,14.4
20050121,2000,14.8
20050121,2100,13.7
20050121,2200,11.6
20050121,2300,7.5
20050122,0000,4.2
20050122,0100,3.1
20050122,0200,1.8
20050122,0300,1.0
20050122,0400,0.6
20050122,0500,0.1
20050122,0600,0.7
20050122,0700,2.5
20050122,0800,3.6
20050122,0900,3.8
20050122,1000,3.7
20050122,1100,3.7
20050122,1200,3.7
20050122,1300,4.7
20050122,1400,5.5
20050122,1500,5.8
20050122,1600,6.1
20050122,1700,4.7
20050122,1800,3.5
20050122,1900,2.5
20050122,2000,2.2
20050122,2100,1.4
20050122,2200,0.5
20050122,2300,-2.9
20050123,0000,-5.0
20050123,0100,-7.3
20050123,0200,-8.1
20050123,0300,-8.4
20050123,0400,-8.2
20050123,0500,-8.5
20050123,0600,-8.9
20050123,0700,-9.1
20050123,0800,-10.5
20050123,0900,-10.9
20050123,1000,-10.9
20050123,1100,-11.2
20050123,1200,-11.8
20050123,1300,-12.5
20050123,1400,-13.2
20050123,1500,-11.9
20050123,1600,-10.5
20050123,1700,-8.5
20050123,1800,-6.5
20050123,1900,-4.3
20050123,2000,-1.8
20050123,2100,-1.3
20050123,2200,-2.6
20050123,2300,-4.5
20050124,0000,-5.9
20050124,0100,-7.0
20050124,0200,-8.0
20050124,0300,-8.9
20050124,0400,-9.4
20050124,0500,-9.8
20050124,0600,-10.3
20050124,0700,-10.7
20050124,0800,-10.9
20050124,0900,-11.1
20050124,1000,-10.7
20050124,1100,-8.5
20050124,1200,-7.0
20050124,1300,-6.0
20050124,1400,-5.3
20050124,1500,-4.3
20050124,1600,-2.4
20050124,1700,-0.7
20050124,1800,1.1
20050124,1900,3.2
20050124,2000,2.7
20050124,2100,3.3
20050124,2200,2.0
20050124,2300,-0.2
20050125,0000,-0.6
20050125,0100,-1.0
20050125,0200,-1.3
20050125,0300,-1.3
20050125,0400,-1.4
20050125,0500,-1.7
20050125,0600,-1.9
20050125,0700,-2.2
20050125,0800,-2.4
20050125,0900,-2.7
20050125,1000,-2.9
20050125,1100,-3.3
20050125,1200,-3.4
20050125,1300,-3.6
20050125,1400,-2.0
20050125,1500,0.8
20050125,1600,2.9
20050125,1700,5.6
20050125,1800,8.5
20050125,1900,11.1
20050125,2000,12.2
20050125,2100,11.6
20050125,2200,9.4
20050125,2300,6.2
20050126,0000,3.5
20050126,0100,2.2
20050126,0200,1.2
20050126,0300,0.8
20050126,0400,1.8
20050126,0500,2.6
20050126,0600,3.9
20050126,0700,4.5
20050126,0800,5.1
20050126,0900,5.4
20050126,1000,5.2
20050126,1100,4.9
20050126,1200,4.7
20050126,1300,4.7
20050126,1400,5.6
20050126,1500,8.1
20050126,1600,9.2
20050126,1700,9.9
20050126,1800,10.9
20050126,1900,13.4
20050126,2000,12.7
20050126,2100,11.5
20050126,2200,8.4
20050126,2300,5.9
20050127,0000,3.9
20050127,0100,3.1
20050127,0200,2.6
20050127,0300,2.1
20050127,0400,1.7
20050127,0500,1.2
20050127,0600,0.9
20050127,0700,0.6
20050127,0800,0.3
20050127,0900,0.0
20050127,1000,-0.2
20050127,1100,-0.4
20050127,1200,-0.5
20050127,1300,-0.6
20050127,1400,-1.1
20050127,1500,-0.6
20050127,1600,0.0
20050127,1700,2.4
20050127,1800,6.7
20050127,1900,8.5
20050127,2000,6.5
20050127,2100,6.5
20050127,2200,4.6
20050127,2300,1.1
20050128,0000,-1.0
20050128,0100,-1.2
20050128,0200,-1.5
20050128,0300,-1.7
20050128,0400,-1.9
20050128,0500,-2.0
20050128,0600,-2.1
20050128,0700,-2.3
20050128,0800,-2.3
20050128,0900,-2.5
20050128,1000,-3.1
20050128,1100,-2.6
20050128,1200,-2.3
20050128,1300,-2.4
20050128,1400,-2.1
20050128,1500,0.0
20050128,1600,0.8
20050128,1700,3.4
20050128,1800,6.0
20050128,1900,5.9
20050128,2000,5.4
20050128,2100,4.9
20050128,2200,3.2
20050128,2300,1.9
20050129,0000,1.1
20050129,0100,0.8
20050129,0200,0.5
20050129,0300,0.1
20050129,0400,-0.3
20050129,0500,-0.4
20050129,0600,-0.2
20050129,0700,-0.1
20050129,0800,0.0
20050129,0900,0.0
20050129,1000,0.0
20050129,1100,-0.1
20050129,1200,-0.1
20050129,1300,0.0
20050129,1400,0.0
20050129,1500,0.2
20050129,1600,0.3
20050129,1700,0.5
20050129,1800,0.9
20050129,1900,1.1
20050129,2000,1.2
20050129,2100,1.1
20050129,2200,1.0
20050129,2300,0.8
20050130,0000,0.7
20050130,0100,0.5
20050130,0200,0.3
20050130,0300,0.2
20050130,0400,0.1
20050130,0500,0.4
20050130,0600,0.5
20050130,0700,0.7
20050130,0800,0.9
20050130,0900,1.0
20050130,1000,1.1
20050130,1100,1.1
20050130,1200,1.1
20050130,1300,1.1
20050130,1400,1.1
20050130,1500,1.4
20050130,1600,2.1
20050130,1700,3.4
20050130,1800,3.3
20050130,1900,4.3
20050130,2000,4.0
20050130,2100,3.0
20050130,2200,2.5
20050130,2300,1.9
20050131,0000,1.5
20050131,0100,1.3
20050131,0200,1.3
20050131,0300,1.2
20050131,0400,1.1
20050131,0500,0.9
20050131,0600,0.9
20050131,0700,0.8
20050131,0800,0.8
20050131,0900,0.8
20050131,1000,0.8
20050131,1100,0.9
20050131,1200,1.1
20050131,1300,1.1
20050131,1400,1.4
20050131,1500,2.2
20050131,1600,3.3
20050131,1700,4.2
20050131,1800,6.4
20050131,1900,6.6
20050131,2000,5.9
20050131,2100,5.4
20050131,2200,4.7
20050131,2300,4.1
20050201,0000,3.7
20050201,0100,3.5
20050201,0200,3.3
20050201,0300,3.2
20050201,0400,3.2
20050201,0500,3.2
20050201,0600,3.1
20050201,0700,3.1
20050201,0800,3.1
20050201,0900,3.0
20050201,1000,3.0
20050201,1100,3.0
20050201,1200,2.9
20050201,1300,2.9
20050201,1400,3.3
20050201,1500,4.2
20050201,1600,5.4
20050201,1700,7.9
20050201,1800,9.1
20050201,1900,7.9
20050201,2000,7.9
20050201,2100,7.6
20050201,2200,6.8
20050201,2300,6.0
20050202,0000,5.3
20050202,0100,4.9
20050202,0200,4.6
20050202,0300,4.1
20050202,0400,2.7
20050202,0500,2.6
20050202,0600,2.4
20050202,0700,1.7
20050202,0800,0.9
20050202,0900,1.5
20050202,1000,2.3
20050202,1100,2.5
20050202,1200,2.7
20050202,1300,2.6
20050202,1400,2.7
20050202,1500,3.3
20050202,1600,4.7
20050202,1700,5.7
20050202,1800,5.6
20050202,1900,5.3
20050202,2000,4.8
20050202,2100,4.3
20050202,2200,3.8
20050202,2300,3.5
20050203,0000,3.3
20050203,0100,3.1
20050203,0200,3.0
20050203,0300,3.0
20050203,0400,2.8
20050203,0500,2.7
20050203,0600,2.5
20050203,0700,2.5
20050203,0800,2.5
20050203,0900,2.5
20050203,1000,2.5
20050203,1100,2.6
20050203,1200,2.6
20050203,1300,2.6
20050203,1400,2.8
20050203,1500,3.8
20050203,1600,4.8
20050203,1700,4.5
20050203,1800,4.8
20050203,1900,4.6
20050203,2000,4.6
20050203,2100,4.0
20050203,2200,3.7
20050203,2300,2.9
20050204,0000,2.4
20050204,0100,2.0
20050204,0200,0.5
20050204,0300,-0.8
20050204,0400,-1.1
20050204,0500,-1.2
20050204,0600,-1.3
20050204,0700,-0.7
20050204,0800,-0.2
20050204,0900,0.0
20050204,1000,0.0
20050204,1100,-1.0
20050204,1200,-1.5
20050204,1300,-1.6
20050204,1400,-1.0
20050204,1500,-0.2
20050204,1600,2.2
20050204,1700,8.4
20050204,1800,11.3
20050204,1900,12.6
20050204,2000,12.8
20050204,2100,12.0
20050204,2200,10.3
20050204,2300,7.0
20050205,0000,3.7
20050205,0100,1.9
20050205,0200,1.0
20050205,0300,0.3
20050205,0400,-0.3
20050205,0500,-0.5
20050205,0600,-0.7
20050205,0700,-0.6
20050205,0800,-0.5
20050205,0900,-0.7
20050205,1000,-1.2
20050205,1100,-1.5
20050205,1200,-1.7
20050205,1300,-1.7
20050205,1400,-0.5
20050205,1500,1.7
20050205,1600,6.7
20050205,1700,11.3
20050205,1800,14.4
20050205,1900,15.2
20050205,2000,15.0
20050205,2100,14.4
20050205,2200,12.6
20050205,2300,10.0
20050206,0000,6.2
20050206,0100,4.1
20050206,0200,2.8
20050206,0300,2.2
20050206,0400,1.7
20050206,0500,0.7
20050206,0600,-0.1
20050206,0700,-0.2
20050206,0800,-0.7
20050206,0900,-0.8
20050206,1000,-0.6
20050206,1100,0.2
20050206,1200,0.4
20050206,1300,0.3
20050206,1400,2.1
20050206,1500,6.1
20050206,1600,8.8
20050206,1700,10.1
20050206,1800,12.0
20050206,1900,14.3
20050206,2000,13.9
20050206,2100,11.9
20050206,2200,10.1
20050206,2300,8.6
20050207,0000,6.9
20050207,0100,5.6
20050207,0200,4.6
20050207,0300,4.1
20050207,0400,3.7
20050207,0500,3.5
20050207,0600,3.0
20050207,0700,2.8
20050207,0800,2.3
20050207,0900,1.3
20050207,1000,1.6
20050207,1100,1.3
20050207,1200,2.1
20050207,1300,2.7
20050207,1400,4.0
20050207,1500,6.2
20050207,1600,7.9
20050207,1700,10.2
20050207,1800,10.9
20050207,1900,10.6
20050207,2000,11.8
20050207,2100,11.2
20050207,2200,10.0
20050207,2300,8.9
20050208,0000,8.1
20050208,0100,7.9
20050208,0200,7.2
20050208,0300,6.9
20050208,0400,6.9
20050208,0500,6.8
20050208,0600,6.8
20050208,0700,6.5
20050208,0800,6.4
20050208,0900,6.6
20050208,1000,6.8
20050208,1100,6.9
20050208,1200,7.0
20050208,1300,7.0
20050208,1400,7.3
20050208,1500,8.4
20050208,1600,10.7
20050208,1700,12.6
20050208,1800,15.8
20050208,1900,15.0
20050208,2000,14.4
20050208,2100,14.5
20050208,2200,12.8
20050208,2300,11.3
20050209,0000,9.1
20050209,0100,8.6
20050209,0200,9.2
20050209,0300,9.1
20050209,0400,8.9
20050209,0500,7.9
20050209,0600,7.9
20050209,0700,8.4
20050209,0800,8.6
20050209,0900,8.8
20050209,1000,8.9
20050209,1100,8.9
20050209,1200,8.9
20050209,1300,9.0
20050209,1400,9.1
20050209,1500,10.0
20050209,1600,11.9
20050209,1700,13.3
20050209,1800,14.3
20050209,1900,13.9
20050209,2000,13.2
20050209,2100,12.5
20050209,2200,10.4
20050209,2300,9.0
20050210,0000,7.6
20050210,0100,6.7
20050210,0200,5.8
20050210,0300,4.8
20050210,0400,3.8
20050210,0500,3.0
20050210,0600,2.1
20050210,0700,1.5
20050210,0800,0.9
20050210,0900,0.2
20050210,1000,0.1
20050210,1100,-0.1
20050210,1200,-0.3
20050210,1300,-0.8
20050210,1400,-1.3
20050210,1500,-1.5
20050210,1600,-1.8
20050210,1700,-1.5
20050210,1800,-1.4
20050210,1900,-0.7
20050210,2000,-1.1
20050210,2100,-0.4
20050210,2200,-1.0
20050210,2300,-1.3
20050211,0000,-1.5
20050211,0100,-1.7
20050211,0200,-2.1
20050211,0300,-2.3
20050211,0400,-2.6
20050211,0500,-2.9
20050211,0600,-3.5
20050211,0700,-3.7
20050211,0800,-3.8
20050211,0900,-4.5
20050211,1000,-5.0
20050211,1100,-6.2
20050211,1200,-6.9
20050211,1300,-7.3
20050211,1400,-4.5
20050211,1500,-1.4
20050211,1600,0.3
20050211,1700,2.2
20050211,1800,4.7
20050211,1900,7.9
20050211,2000,8.5
20050211,2100,8.0
20050211,2200,6.5
20050211,2300,3.5
20050212,0000,0.8
20050212,0100,-0.5
20050212,0200,-1.1
20050212,0300,-1.3
20050212,0400,-1.7
20050212,0500,-2.0
20050212,0600,-2.5
20050212,0700,-2.8
20050212,0800,-3.2
20050212,0900,-3.4
20050212,1000,-3.6
20050212,1100,-3.7
20050212,1200,-3.9
20050212,1300,-3.9
20050212,1400,-1.2
20050212,1500,1.6
20050212,1600,4.2
20050212,1700,8.9
20050212,1800,12.4
20050212,1900,12.7
20050212,2000,12.6
20050212,2100,11.7
20050212,2200,9.7
20050212,2300,7.6
20050213,0000,5.5
20050213,0100,4.1
20050213,0200,3.3
20050213,0300,2.4
20050213,0400,1.7
20050213,0500,1.6
20050213,0600,1.6
20050213,0700,2.1
20050213,0800,3.5
20050213,0900,3.8
20050213,1000,4.2
20050213,1100,4.1
20050213,1200,4.1
20050213,1300,4.2
20050213,1400,4.4
20050213,1500,4.8
20050213,1600,5.4
20050213,1700,6.3
20050213,1800,6.5
20050213,1900,6.5
20050213,2000,6.4
20050213,2100,6.2
20050213,2200,6.2
20050213,2300,6.3
20050214,0000,6.4
20050214,0100,6.6
20050214,0200,6.5
20050214,0300,6.6
20050214,0400,6.5
20050214,0500,6.4
20050214,0600,6.4
20050214,0700,6.5
20050214,0800,6.6
20050214,0900,6.6
20050214,1000,6.6
20050214,1100,6.7
20050214,1200,6.7
20050214,1300,6.6
20050214,1400,6.6
20050214,1500,7.0
20050214,1600,7.4
20050214,1700,8.0
20050214,1800,8.6
20050214,1900,10.0
20050214,2000,12.0
20050214,2100,14.5
20050214,2200,13.7
20050214,2300,11.2
20050215,0000,8.2
20050215,0100,6.3
20050215,0200,4.8
20050215,0300,3.4
20050215,0400,3.1
20050215,0500,3.3
20050215,0600,3.3
20050215,0700,2.6
20050215,0800,2.3
20050215,0900,1.9
20050215,1000,2.0
20050215,1100,2.4
20050215,1200,2.4
20050215,1300,2.7
20050215,1400,3.8
20050215,1500,6.4
20050215,1600,10.4
20050215,1700,13.0
20050215,1800,13.6
20050215,1900,16.0
20050215,2000,14.9
20050215,2100,14.5
20050215,2200,13.1
20050215,2300,12.3
20050216,0000,9.6
20050216,0100,8.5
20050216,0200,8.7
20050216,0300,9.2
20050216,0400,9.5
20050216,0500,9.3
20050216,0600,9.0
20050216,0700,8.6
20050216,0800,9.3
20050216,0900,9.6
20050216,1000,9.9
20050216,1100,10.5
20050216,1200,11.2
20050216,1300,11.5
20050216,1400,11.5
20050216,1500,9.9
20050216,1600,8.6
20050216,1700,9.2
20050216,1800,10.9
20050216,1900,11.7
20050216,2000,10.6
20050216,2100,12.1
20050216,2200,9.4
20050216,2300,7.4
20050217,0000,6.4
20050217,0100,5.5
20050217,0200,4.5
20050217,0300,3.3
20050217,0400,1.7
20050217,0500,0.9
20050217,0600,0.0
20050217,0700,-0.7
20050217,0800,-0.8
20050217,0900,-1.1
20050217,1000,-0.8
20050217,1100,-1.0
20050217,1200,-0.8
20050217,1300,-0.8
20050217,1400,-0.5
20050217,1500,1.5
20050217,1600,5.3
20050217,1700,7.9
20050217,1800,9.9
20050217,1900,9.8
20050217,2000,9.8
20050217,2100,8.1
20050217,2200,5.9
20050217,2300,2.6
20050218,0000,0.0
20050218,0100,-1.0
20050218,0200,-1.2
20050218,0300,-1.6
20050218,0400,-1.9
20050218,0500,-2.5
20050218,0600,-3.2
20050218,0700,-3.8
20050218,0800,-4.2
20050218,0900,-4.6
20050218,1000,-5.1
20050218,1100,-5.5
20050218,1200,-5.7
20050218,1300,-5.6
20050218,1400,-2.3
20050218,1500,0.5
20050218,1600,2.4
20050218,1700,5.3
20050218,1800,9.6
20050218,1900,11.5
20050218,2000,9.6
20050218,2100,8.8
20050218,2200,7.0
20050218,2300,4.5
20050219,0000,2.1
20050219,0100,0.3
20050219,0200,-0.8
20050219,0300,-1.3
20050219,0400,-1.5
20050219,0500,-1.5
20050219,0600,-1.2
20050219,0700,-1.4
20050219,0800,-1.7
20050219,0900,-2.1
20050219,1000,-2.6
20050219,1100,-3.2
20050219,1200,-3.1
20050219,1300,-2.7
20050219,1400,-0.7
20050219,1500,0.6
20050219,1600,2.3
20050219,1700,4.1
20050219,1800,5.6
20050219,1900,6.6
20050219,2000,8.8
20050219,2100,8.6
20050219,2200,6.5
20050219,2300,5.4
20050220,0000,4.5
20050220,0100,4.1
20050220,0200,3.8
20050220,0300,3.8
20050220,0400,3.7
20050220,0500,3.6
20050220,0600,3.6
20050220,0700,3.6
20050220,0800,3.4
20050220,0900,3.3
20050220,1000,3.2
20050220,1100,3.1
20050220,1200,3.3
20050220,1300,3.3
20050220,1400,3.5
20050220,1500,3.9
20050220,1600,4.4
20050220,1700,4.8
20050220,1800,4.9
20050220,1900,5.0
20050220,2000,5.1
20050220,2100,5.1
20050220,2200,5.0
20050220,2300,4.9
20050221,0000,5.0
20050221,0100,5.3
20050221,0200,5.5
20050221,0300,5.6
20050221,0400,5.9
20050221,0500,6.4
20050221,0600,7.1
20050221,0700,7.5
20050221,0800,7.7
20050221,0900,7.8
20050221,1000,8.0
20050221,1100,8.3
20050221,1200,8.5
20050221,1300,8.7
20050221,1400,9.5
20050221,1500,11.9
20050221,1600,10.9
20050221,1700,10.6
20050221,1800,12.2
20050221,1900,15.2
20050221,2000,17.0
